areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
nation,England,E92000001,2020-12-27,43249,2102966,43199,2099196,50,3770
nation,England,E92000001,2020-12-26,37461,2059717,37420,2055997,41,3720
nation,England,E92000001,2020-12-25,12926,2022256,12906,2018577,20,3679
nation,England,E92000001,2020-12-24,29286,2009330,29243,2005671,43,3659
nation,England,E92000001,2020-12-23,38383,1980044,38326,1976428,57,3616
nation,England,E92000001,2020-12-22,41741,1941661,41658,1938102,83,3559
nation,England,E92000001,2020-12-21,43446,1899920,43383,1896444,63,3476
nation,England,E92000001,2020-12-20,29554,1856474,29521,1853061,33,3413
nation,England,E92000001,2020-12-19,22195,1826920,22167,1823540,28,3380
nation,England,E92000001,2020-12-18,32424,1804725,32378,1801373,46,3352
nation,England,E92000001,2020-12-17,30162,1772301,30117,1768995,45,3306
nation,England,E92000001,2020-12-16,30661,1742139,30620,1738878,41,3261
nation,England,E92000001,2020-12-15,29688,1711478,29645,1708258,43,3220
nation,England,E92000001,2020-12-14,30043,1681790,29997,1678613,46,3177
nation,England,E92000001,2020-12-13,18422,1651747,18403,1648616,19,3131
nation,England,E92000001,2020-12-12,16272,1633325,16245,1630213,27,3112
nation,England,E92000001,2020-12-11,20212,1617053,20176,1613968,36,3085
nation,England,E92000001,2020-12-10,18861,1596841,18830,1593792,31,3049
nation,England,E92000001,2020-12-09,17772,1577980,17735,1574962,37,3018
nation,England,E92000001,2020-12-08,16969,1560208,16933,1557227,36,2981
nation,England,E92000001,2020-12-07,17722,1543239,17680,1540294,42,2945
nation,England,E92000001,2020-12-06,11070,1525517,11055,1522614,15,2903
nation,England,E92000001,2020-12-05,10326,1514447,10319,1511559,7,2888
nation,England,E92000001,2020-12-04,13097,1504121,13076,1501240,21,2881
nation,England,E92000001,2020-12-03,12828,1491024,12796,1488164,32,2860
nation,England,E92000001,2020-12-02,13734,1478196,13700,1475368,34,2828
nation,England,E92000001,2020-12-01,13793,1464462,13761,1461668,32,2794
nation,England,E92000001,2020-11-30,15295,1450669,15268,1447907,27,2762
nation,England,E92000001,2020-11-29,9090,1435374,9077,1432639,13,2735
nation,England,E92000001,2020-11-28,9366,1426284,9351,1423562,15,2722
nation,England,E92000001,2020-11-27,12502,1416918,12478,1414211,24,2707
nation,England,E92000001,2020-11-26,12515,1404416,12490,1401733,25,2683
nation,England,E92000001,2020-11-25,14198,1391901,14169,1389243,29,2658
nation,England,E92000001,2020-11-24,14292,1377703,14262,1375074,30,2629
nation,England,E92000001,2020-11-23,16530,1363411,16507,1360812,23,2599
nation,England,E92000001,2020-11-22,10234,1346881,10223,1344305,11,2576
nation,England,E92000001,2020-11-21,10829,1336647,10816,1334082,13,2565
nation,England,E92000001,2020-11-20,14994,1325818,14966,1323266,28,2552
nation,England,E92000001,2020-11-19,15830,1310824,15808,1308300,22,2524
nation,England,E92000001,2020-11-18,18587,1294994,18551,1292492,36,2502
nation,England,E92000001,2020-11-17,20720,1276407,20692,1273941,28,2466
nation,England,E92000001,2020-11-16,24190,1255687,24157,1253249,33,2438
nation,England,E92000001,2020-11-15,14447,1231497,14434,1229092,13,2405
nation,England,E92000001,2020-11-14,16325,1217050,16309,1214658,16,2392
nation,England,E92000001,2020-11-13,22058,1200725,22031,1198349,27,2376
nation,England,E92000001,2020-11-12,22370,1178667,22337,1176318,33,2349
nation,England,E92000001,2020-11-11,25100,1156297,25068,1153981,32,2316
nation,England,E92000001,2020-11-10,24875,1131197,24838,1128913,37,2284
nation,England,E92000001,2020-11-09,28606,1106322,28559,1104075,47,2247
nation,England,E92000001,2020-11-08,18280,1077716,18261,1075516,19,2200
nation,England,E92000001,2020-11-07,16906,1059436,16894,1057255,12,2181
nation,England,E92000001,2020-11-06,21234,1042530,21199,1040361,35,2169
nation,England,E92000001,2020-11-05,21245,1021296,21207,1019162,38,2134
nation,England,E92000001,2020-11-04,21081,1000051,21049,997955,32,2096
nation,England,E92000001,2020-11-03,22736,978970,22693,976906,43,2064
nation,England,E92000001,2020-11-02,28472,956234,28431,954213,41,2021
nation,England,E92000001,2020-11-01,13642,927762,13620,925782,22,1980
nation,England,E92000001,2020-10-31,14594,914120,14577,912162,17,1958
nation,England,E92000001,2020-10-30,19905,899526,19877,897585,28,1941
nation,England,E92000001,2020-10-29,20292,879621,20258,877708,34,1913
nation,England,E92000001,2020-10-28,20553,859329,20529,857450,24,1879
nation,England,E92000001,2020-10-27,20771,838776,20750,836921,21,1855
nation,England,E92000001,2020-10-26,23033,818005,23008,816171,25,1834
nation,England,E92000001,2020-10-25,13363,794972,13353,793163,10,1809
nation,England,E92000001,2020-10-24,13743,781609,13724,779810,19,1799
nation,England,E92000001,2020-10-23,18379,767866,18348,766086,31,1780
nation,England,E92000001,2020-10-22,19888,749487,19869,747738,19,1749
nation,England,E92000001,2020-10-21,21833,729599,21806,727869,27,1730
nation,England,E92000001,2020-10-20,21705,707766,21656,706063,49,1703
nation,England,E92000001,2020-10-19,22423,686061,22394,684407,29,1654
nation,England,E92000001,2020-10-18,12001,663638,11985,662013,16,1625
nation,England,E92000001,2020-10-17,12493,651637,12478,650028,15,1609
nation,England,E92000001,2020-10-16,14784,639144,14751,637550,33,1594
nation,England,E92000001,2020-10-15,15461,624360,15426,622799,35,1561
nation,England,E92000001,2020-10-14,16659,608899,16639,607373,20,1526
nation,England,E92000001,2020-10-13,15679,592240,15644,590734,35,1506
nation,England,E92000001,2020-10-12,16459,576561,16433,575090,26,1471
nation,England,E92000001,2020-10-11,9792,560102,9783,558657,9,1445
nation,England,E92000001,2020-10-10,10305,550310,10291,548874,14,1436
nation,England,E92000001,2020-10-09,13169,540005,13141,538583,28,1422
nation,England,E92000001,2020-10-08,15454,526836,15436,525442,18,1394
nation,England,E92000001,2020-10-07,15420,511382,15389,510006,31,1376
nation,England,E92000001,2020-10-06,14458,495962,14430,494617,28,1345
nation,England,E92000001,2020-10-05,14220,481504,14186,480187,34,1317
nation,England,E92000001,2020-10-04,9967,467284,9958,466001,9,1283
nation,England,E92000001,2020-10-03,9820,457317,9810,456043,10,1274
nation,England,E92000001,2020-10-02,11719,447497,11692,446233,27,1264
nation,England,E92000001,2020-10-01,11445,435778,11417,434541,28,1237
nation,England,E92000001,2020-09-30,10663,424333,10632,423124,31,1209
nation,England,E92000001,2020-09-29,8833,413670,8798,412492,35,1178
nation,England,E92000001,2020-09-28,8641,404837,8625,403694,16,1143
nation,England,E92000001,2020-09-27,6084,396196,6075,395069,9,1127
nation,England,E92000001,2020-09-26,5703,390112,5698,388994,5,1118
nation,England,E92000001,2020-09-25,6105,384409,6090,383296,15,1113
nation,England,E92000001,2020-09-24,6361,378304,6340,377206,21,1098
nation,England,E92000001,2020-09-23,5933,371943,5913,370866,20,1077
nation,England,E92000001,2020-09-22,5400,366010,5379,364953,21,1057
nation,England,E92000001,2020-09-21,4727,360610,4715,359574,12,1036
nation,England,E92000001,2020-09-20,4652,355883,4645,354859,7,1024
nation,England,E92000001,2020-09-19,4215,351231,4210,350214,5,1017
nation,England,E92000001,2020-09-18,4290,347016,4266,346004,24,1012
nation,England,E92000001,2020-09-17,3979,342726,3959,341738,20,988
nation,England,E92000001,2020-09-16,3778,338747,3753,337779,25,968
nation,England,E92000001,2020-09-15,3057,334969,3032,334026,25,943
nation,England,E92000001,2020-09-14,2941,331912,2915,330994,26,918
nation,England,E92000001,2020-09-13,1722,328971,1719,328079,3,892
nation,England,E92000001,2020-09-12,2224,327249,2216,326360,8,889
nation,England,E92000001,2020-09-11,2893,325025,2868,324144,25,881
nation,England,E92000001,2020-09-10,3143,322132,3123,321276,20,856
nation,England,E92000001,2020-09-09,2893,318989,2873,318153,20,836
nation,England,E92000001,2020-09-08,3071,316096,3035,315280,36,816
nation,England,E92000001,2020-09-07,3530,313025,3482,312245,48,780
nation,England,E92000001,2020-09-06,2079,309495,2069,308763,10,732
nation,England,E92000001,2020-09-05,2200,307416,2195,306694,5,722
nation,England,E92000001,2020-09-04,2637,305216,2605,304499,32,717
nation,England,E92000001,2020-09-03,2716,302579,2671,301894,45,685
nation,England,E92000001,2020-09-02,2696,299863,2643,299223,53,640
nation,England,E92000001,2020-09-01,1962,297167,1941,296580,21,587
nation,England,E92000001,2020-08-31,1279,295205,1272,294639,7,566
nation,England,E92000001,2020-08-30,987,293926,983,293367,4,559
nation,England,E92000001,2020-08-29,1051,292939,1047,292384,4,555
nation,England,E92000001,2020-08-28,1395,291888,1386,291337,9,551
nation,England,E92000001,2020-08-27,1356,290493,1330,289951,26,542
nation,England,E92000001,2020-08-26,1181,289137,1156,288621,25,516
nation,England,E92000001,2020-08-25,1085,287956,1069,287465,16,491
nation,England,E92000001,2020-08-24,1157,286871,1146,286396,11,475
nation,England,E92000001,2020-08-23,704,285714,701,285250,3,464
nation,England,E92000001,2020-08-22,732,285010,727,284549,5,461
nation,England,E92000001,2020-08-21,1031,284278,1014,283822,17,456
nation,England,E92000001,2020-08-20,1254,283247,1231,282808,23,439
nation,England,E92000001,2020-08-19,1109,281993,1086,281577,23,416
nation,England,E92000001,2020-08-18,955,280884,939,280491,16,393
nation,England,E92000001,2020-08-17,1159,279929,1150,279552,9,377
nation,England,E92000001,2020-08-16,534,278770,529,278402,5,368
nation,England,E92000001,2020-08-15,656,278236,655,277873,1,363
nation,England,E92000001,2020-08-14,1059,277580,1040,277218,19,362
nation,England,E92000001,2020-08-13,1036,276521,1030,276178,6,343
nation,England,E92000001,2020-08-12,1126,275485,1107,275148,19,337
nation,England,E92000001,2020-08-11,1247,274359,1221,274041,26,318
nation,England,E92000001,2020-08-10,1375,273112,1361,272820,14,292
nation,England,E92000001,2020-08-09,569,271737,565,271459,4,278
nation,England,E92000001,2020-08-08,648,271168,642,270894,6,274
nation,England,E92000001,2020-08-07,892,270520,881,270252,11,268
nation,England,E92000001,2020-08-06,1005,269628,991,269371,14,257
nation,England,E92000001,2020-08-05,974,268623,952,268380,22,243
nation,England,E92000001,2020-08-04,964,267649,937,267428,27,221
nation,England,E92000001,2020-08-03,963,266685,947,266491,16,194
nation,England,E92000001,2020-08-02,518,265722,514,265544,4,178
nation,England,E92000001,2020-08-01,508,265204,503,265030,5,174
nation,England,E92000001,2020-07-31,644,264696,635,264527,9,169
nation,England,E92000001,2020-07-30,879,264052,864,263892,15,160
nation,England,E92000001,2020-07-29,994,263173,979,263028,15,145
nation,England,E92000001,2020-07-28,796,262179,783,262049,13,130
nation,England,E92000001,2020-07-27,824,261383,814,261266,10,117
nation,England,E92000001,2020-07-26,518,260559,517,260452,1,107
nation,England,E92000001,2020-07-25,499,260041,496,259935,3,106
nation,England,E92000001,2020-07-24,720,259542,712,259439,8,103
nation,England,E92000001,2020-07-23,741,258822,736,258727,5,95
nation,England,E92000001,2020-07-22,764,258081,756,257991,8,90
nation,England,E92000001,2020-07-21,697,257317,691,257235,6,82
nation,England,E92000001,2020-07-20,769,256620,759,256544,10,76
nation,England,E92000001,2020-07-19,419,255851,414,255785,5,66
nation,England,E92000001,2020-07-18,473,255432,471,255371,2,61
nation,England,E92000001,2020-07-17,548,254959,547,254900,1,59
nation,England,E92000001,2020-07-16,644,254411,639,254353,5,58
nation,England,E92000001,2020-07-15,726,253767,722,253714,4,53
nation,England,E92000001,2020-07-14,661,253041,657,252992,4,49
nation,England,E92000001,2020-07-13,694,252380,694,252335,0,45
nation,England,E92000001,2020-07-12,351,251686,351,251641,0,45
nation,England,E92000001,2020-07-11,433,251335,429,251290,4,45
nation,England,E92000001,2020-07-10,524,250902,521,250861,3,41
nation,England,E92000001,2020-07-09,688,250378,682,250340,6,38
nation,England,E92000001,2020-07-08,682,249690,676,249658,6,32
nation,England,E92000001,2020-07-07,564,249008,561,248982,3,26
nation,England,E92000001,2020-07-06,664,248444,660,248421,4,23
nation,England,E92000001,2020-07-05,544,247780,543,247761,1,19
nation,England,E92000001,2020-07-04,385,247236,385,247218,0,18
nation,England,E92000001,2020-07-03,536,246851,535,246833,1,18
nation,England,E92000001,2020-07-02,561,246315,557,246298,4,17
nation,England,E92000001,2020-07-01,607,245754,604,245741,3,13
nation,England,E92000001,2020-06-30,578,245147,577,245137,1,10
nation,England,E92000001,2020-06-29,666,244569,664,244560,2,9
nation,England,E92000001,2020-06-28,413,243903,412,243896,1,7
nation,England,E92000001,2020-06-27,506,243490,504,243484,2,6
nation,England,E92000001,2020-06-26,640,242984,639,242980,1,4
nation,England,E92000001,2020-06-25,643,242344,643,242341,0,3
nation,England,E92000001,2020-06-24,732,241701,731,241698,1,3
nation,England,E92000001,2020-06-23,727,240969,726,240967,1,2
nation,England,E92000001,2020-06-22,821,240242,821,240241,0,1
nation,England,E92000001,2020-06-21,550,239421,550,239420,0,1
nation,England,E92000001,2020-06-20,626,238871,626,238870,0,1
nation,England,E92000001,2020-06-19,818,238245,817,238244,1,1
nation,England,E92000001,2020-06-18,938,237427,938,237427,,
nation,England,E92000001,2020-06-17,914,236489,914,236489,,
nation,England,E92000001,2020-06-16,996,235575,996,235575,,
nation,England,E92000001,2020-06-15,944,234579,944,234579,,
nation,England,E92000001,2020-06-14,752,233635,752,233635,,
nation,England,E92000001,2020-06-13,785,232883,785,232883,,
nation,England,E92000001,2020-06-12,938,232098,938,232098,,
nation,England,E92000001,2020-06-11,915,231160,915,231160,,
nation,England,E92000001,2020-06-10,1086,230245,1086,230245,,
nation,England,E92000001,2020-06-09,1066,229159,1066,229159,,
nation,England,E92000001,2020-06-08,990,228093,990,228093,,
nation,England,E92000001,2020-06-07,668,227103,668,227103,,
nation,England,E92000001,2020-06-06,723,226435,723,226435,,
nation,England,E92000001,2020-06-05,1020,225712,1020,225712,,
nation,England,E92000001,2020-06-04,1147,224692,1147,224692,,
nation,England,E92000001,2020-06-03,1251,223545,1251,223545,,
nation,England,E92000001,2020-06-02,1365,222294,1365,222294,,
nation,England,E92000001,2020-06-01,1319,220929,1319,220929,,
nation,England,E92000001,2020-05-31,984,219610,984,219610,,
nation,England,E92000001,2020-05-30,1010,218626,1010,218626,,
nation,England,E92000001,2020-05-29,1374,217616,1374,217616,,
nation,England,E92000001,2020-05-28,1575,216242,1575,216242,,
nation,England,E92000001,2020-05-27,1616,214667,1616,214667,,
nation,England,E92000001,2020-05-26,1461,213051,1461,213051,,
nation,England,E92000001,2020-05-25,1389,211590,1389,211590,,
nation,England,E92000001,2020-05-24,1206,210201,1206,210201,,
nation,England,E92000001,2020-05-23,1309,208995,1309,208995,,
nation,England,E92000001,2020-05-22,1798,207686,1798,207686,,
nation,England,E92000001,2020-05-21,2277,205888,2277,205888,,
nation,England,E92000001,2020-05-20,2359,203611,2359,203611,,
nation,England,E92000001,2020-05-19,2602,201252,2602,201252,,
nation,England,E92000001,2020-05-18,2226,198650,2226,198650,,
nation,England,E92000001,2020-05-17,1593,196424,1593,196424,,
nation,England,E92000001,2020-05-16,1781,194831,1781,194831,,
nation,England,E92000001,2020-05-15,2145,193050,2145,193050,,
nation,England,E92000001,2020-05-14,2222,190905,2222,190905,,
nation,England,E92000001,2020-05-13,2899,188683,2899,188683,,
nation,England,E92000001,2020-05-12,2940,185784,2940,185784,,
nation,England,E92000001,2020-05-11,3088,182844,3088,182844,,
nation,England,E92000001,2020-05-10,2013,179756,2013,179756,,
nation,England,E92000001,2020-05-09,1797,177743,1797,177743,,
nation,England,E92000001,2020-05-08,2622,175946,2622,175946,,
nation,England,E92000001,2020-05-07,3205,173324,3205,173324,,
nation,England,E92000001,2020-05-06,3264,170119,3264,170119,,
nation,England,E92000001,2020-05-05,3148,166855,3148,166855,,
nation,England,E92000001,2020-05-04,2851,163707,2851,163707,,
nation,England,E92000001,2020-05-03,2648,160856,2648,160856,,
nation,England,E92000001,2020-05-02,2762,158208,2762,158208,,
nation,England,E92000001,2020-05-01,4109,155446,4109,155446,,
nation,England,E92000001,2020-04-30,4314,151337,4314,151337,,
nation,England,E92000001,2020-04-29,4737,147023,4737,147023,,
nation,England,E92000001,2020-04-28,4113,142286,4113,142286,,
nation,England,E92000001,2020-04-27,4056,138173,4056,138173,,
nation,England,E92000001,2020-04-26,3137,134117,3137,134117,,
nation,England,E92000001,2020-04-25,3381,130980,3381,130980,,
nation,England,E92000001,2020-04-24,4352,127599,4352,127599,,
nation,England,E92000001,2020-04-23,4575,123247,4575,123247,,
nation,England,E92000001,2020-04-22,4812,118672,4812,118672,,
nation,England,E92000001,2020-04-21,3995,113860,3995,113860,,
nation,England,E92000001,2020-04-20,3698,109865,3698,109865,,
nation,England,E92000001,2020-04-19,3494,106167,3494,106167,,
nation,England,E92000001,2020-04-18,4141,102673,4141,102673,,
nation,England,E92000001,2020-04-17,4088,98532,4088,98532,,
nation,England,E92000001,2020-04-16,4360,94444,4360,94444,,
nation,England,E92000001,2020-04-15,4240,90084,4240,90084,,
nation,England,E92000001,2020-04-14,3568,85844,3568,85844,,
nation,England,E92000001,2020-04-13,3463,82276,3463,82276,,
nation,England,E92000001,2020-04-12,2958,78813,2958,78813,,
nation,England,E92000001,2020-04-11,3085,75855,3085,75855,,
nation,England,E92000001,2020-04-10,3590,72770,3590,72770,,
nation,England,E92000001,2020-04-09,4076,69180,4076,69180,,
nation,England,E92000001,2020-04-08,4315,65104,4315,65104,,
nation,England,E92000001,2020-04-07,4605,60789,4605,60789,,
nation,England,E92000001,2020-04-06,4407,56184,4407,56184,,
nation,England,E92000001,2020-04-05,3094,51777,3094,51777,,
nation,England,E92000001,2020-04-04,3405,48683,3405,48683,,
nation,England,E92000001,2020-04-03,4101,45278,4101,45278,,
nation,England,E92000001,2020-04-02,4097,41177,4097,41177,,
nation,England,E92000001,2020-04-01,4150,37080,4150,37080,,
nation,England,E92000001,2020-03-31,3816,32930,3816,32930,,
nation,England,E92000001,2020-03-30,3514,29114,3514,29114,,
nation,England,E92000001,2020-03-29,2449,25600,2449,25600,,
nation,England,E92000001,2020-03-28,2379,23151,2379,23151,,
nation,England,E92000001,2020-03-27,2672,20772,2672,20772,,
nation,England,E92000001,2020-03-26,2633,18100,2633,18100,,
nation,England,E92000001,2020-03-25,2284,15467,2284,15467,,
nation,England,E92000001,2020-03-24,2042,13183,2042,13183,,
nation,England,E92000001,2020-03-23,2011,11141,2011,11141,,
nation,England,E92000001,2020-03-22,1214,9130,1214,9130,,
nation,England,E92000001,2020-03-21,1038,7916,1038,7916,,
nation,England,E92000001,2020-03-20,1095,6878,1095,6878,,
nation,England,E92000001,2020-03-19,934,5783,934,5783,,
nation,England,E92000001,2020-03-18,911,4849,911,4849,,
nation,England,E92000001,2020-03-17,683,3938,683,3938,,
nation,England,E92000001,2020-03-16,552,3255,552,3255,,
nation,England,E92000001,2020-03-15,398,2703,398,2703,,
nation,England,E92000001,2020-03-14,315,2305,315,2305,,
nation,England,E92000001,2020-03-13,401,1990,401,1990,,
nation,England,E92000001,2020-03-12,421,1589,421,1589,,
nation,England,E92000001,2020-03-11,358,1168,358,1168,,
nation,England,E92000001,2020-03-10,229,810,229,810,,
nation,England,E92000001,2020-03-09,127,581,127,581,,
nation,England,E92000001,2020-03-08,50,454,50,454,,
nation,England,E92000001,2020-03-07,55,404,55,404,,
nation,England,E92000001,2020-03-06,74,349,74,349,,
nation,England,E92000001,2020-03-05,46,275,46,275,,
nation,England,E92000001,2020-03-04,49,229,49,229,,
nation,England,E92000001,2020-03-03,52,180,52,180,,
nation,England,E92000001,2020-03-02,40,128,40,128,,
nation,England,E92000001,2020-03-01,18,88,18,88,,
nation,England,E92000001,2020-02-29,4,70,4,70,,
nation,England,E92000001,2020-02-28,11,66,11,66,,
nation,England,E92000001,2020-02-27,7,55,7,55,,
nation,England,E92000001,2020-02-26,1,48,1,48,,
nation,England,E92000001,2020-02-25,3,47,3,47,,
nation,England,E92000001,2020-02-24,2,44,2,44,,
nation,England,E92000001,2020-02-23,6,42,6,42,,
nation,England,E92000001,2020-02-22,0,36,0,36,,
nation,England,E92000001,2020-02-21,2,36,2,36,,
nation,England,E92000001,2020-02-20,0,34,0,34,,
nation,England,E92000001,2020-02-19,0,34,0,34,,
nation,England,E92000001,2020-02-18,0,34,0,34,,
nation,England,E92000001,2020-02-17,1,34,1,34,,
nation,England,E92000001,2020-02-16,0,33,0,33,,
nation,England,E92000001,2020-02-15,0,33,0,33,,
nation,England,E92000001,2020-02-14,0,33,0,33,,
nation,England,E92000001,2020-02-13,1,33,1,33,,
nation,England,E92000001,2020-02-12,1,32,1,32,,
nation,England,E92000001,2020-02-11,4,31,4,31,,
nation,England,E92000001,2020-02-10,1,27,1,27,,
nation,England,E92000001,2020-02-09,1,26,1,26,,
nation,England,E92000001,2020-02-08,3,25,3,25,,
nation,England,E92000001,2020-02-07,0,22,0,22,,
nation,England,E92000001,2020-02-06,0,22,0,22,,
nation,England,E92000001,2020-02-05,1,22,1,22,,
nation,England,E92000001,2020-02-04,0,21,0,21,,
nation,England,E92000001,2020-02-03,19,21,19,21,,
nation,England,E92000001,2020-02-02,1,2,1,2,,
nation,England,E92000001,2020-02-01,0,1,0,1,,
nation,England,E92000001,2020-01-31,0,1,0,1,,
nation,England,E92000001,2020-01-30,1,1,1,1,,
